Name,#,Created time,Difficult,Last edited time,Priority,Status,Tags,link,practicedTimes,related,source
Similar String Groups,839,"August 24, 2023 1:55 AM",Hard,"October 12, 2023 2:56 PM",Low,,"Array, BFS, DFS, Graph, Union Find, string",https://leetcode.com/problems/similar-string-groups/,,,HuaHua
Satisfiability of Equality Equations,990,"August 24, 2023 3:29 PM",Medium,"October 12, 2023 2:56 PM",Low,,"Array, Graph, Union Find, string",https://leetcode.com/problems/satisfiability-of-equality-equations/description/,,,HuaHua
Accounts Merge,721,"August 24, 2023 4:17 PM",Medium,"October 12, 2023 2:56 PM",Medium,HardToImplement,"Array, BFS, DFS, Graph, Union Find, string",https://leetcode.com/problems/accounts-merge/description/,,,HuaHua
Is Graph Bipartite?,785,"August 24, 2023 4:39 PM",Medium,"October 12, 2023 2:56 PM",Medium,More Solution,"BFS, Bipartition_graphColoring, DFS, Graph, Union Find",https://leetcode.com/problems/is-graph-bipartite/description/,,"Possible Bipartition (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Possible%20Bipartition%2091625744774f4c66a944f881af8611a8.csv), Flower Planting With No Adjacent (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Flower%20Planting%20With%20No%20Adjacent%20fee61ff1b1164d9eb2b6922355e3e5d8.csv)",HuaHua
Flower Planting With No Adjacent,1042,"August 24, 2023 5:21 PM",Medium,"October 12, 2023 2:56 PM",Medium,"HardToImplement, More Solution","Bipartition_graphColoring, Graph",https://leetcode.com/problems/flower-planting-with-no-adjacent/description/,,"Possible Bipartition (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Possible%20Bipartition%2091625744774f4c66a944f881af8611a8.csv), Is Graph Bipartite? (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Is%20Graph%20Bipartite%2045c1135455a441f6b56570aee649ac62.csv)",HuaHua
Find the Town Judge,997,"August 24, 2023 9:15 PM",Easy,"October 12, 2023 2:56 PM",Low,,"Array, Graph, Hash",https://leetcode.com/problems/find-the-town-judge/,,,HuaHua
Minimize Malware Spread,924,"August 30, 2023 11:27 PM",Hard,"October 12, 2023 2:56 PM",Medium,"HardToImplement, checkBetterSolution","BFS, DFS, Graph, Hash, Union Find",https://leetcode.com/problems/minimize-malware-spread/,,,HuaHua
Shortest Path Visiting All Nodes,847,"August 31, 2023 11:28 AM",Hard,"October 17, 2023 6:24 PM",High,"More Solution, No Idea At First, toRevisit","BFS, Bit Manipulation, BitMask, DP, Graph, visiting_all_nodes_with_dup",https://leetcode.com/problems/shortest-path-visiting-all-nodes/description/,,Shortest Path to Get All Keys (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Shortest%20Path%20to%20Get%20All%20Keys%203b99ac140bc54609a38f4a0b183344fa.csv),HuaHua
Critical Connections in a Network,1192,"September 2, 2023 4:45 PM",Hard,"October 17, 2023 6:24 PM",High,"Dig More, HardToImplement, No Idea At First, toRevisit","Biconnected Component, DFS, Graph, Tarjan, Tree, circle",https://leetcode.com/problems/critical-connections-in-a-network/,,,HuaHua
Range Sum Query - Mutable,307,"September 11, 2023 5:30 PM",Medium,"October 12, 2023 2:56 PM",Low,More Solution,"Array, BinaryIndexedTree, Design, SegmentTree_idx",https://leetcode.com/problems/range-sum-query-mutable/,,,HuaHua
Next Greater Node In Linked List,1019,"September 11, 2023 5:45 PM",Medium,"October 12, 2023 2:56 PM",Low,,"Array, LinkedList, monotonic, stack",https://leetcode.com/problems/next-greater-node-in-linked-list/description/,,,HuaHua
Sum of Subarray Minimums,907,"September 11, 2023 8:42 PM",Medium,"October 17, 2023 6:24 PM",High,"HardToImplement, No Idea At First, toRevisit, toSummarize","Array, DP, monotonic, stack",https://leetcode.com/problems/sum-of-subarray-minimums/description/,,,HuaHua
Replace Words,648,"September 11, 2023 9:40 PM",Medium,"October 12, 2023 2:56 PM",Low,,"Array, Hash, Trie, string",https://leetcode.com/problems/replace-words/description/,,,HuaHua
Implement Magic Dictionary,676,"September 11, 2023 9:41 PM",Medium,"October 12, 2023 2:56 PM",High,"HardToImplement, More Solution","DFS, Design, Hash, Trie, string",https://leetcode.com/problems/implement-magic-dictionary/,,Design Add and Search Words Data Structure (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Design%20Add%20and%20Search%20Words%20Data%20Structure%20a7e7faa5cea04664926a7edc19fa9c6f.csv),HuaHua
https://leetcode.com/problems/perfect-squares/,279,"September 21, 2023 7:37 PM",Medium,"October 12, 2023 2:56 PM",High,"More Solution, No Idea At First","BFS, Math, dp-backpack",https://leetcode.com/problems/perfect-squares/,,,HuaHua
Unique Binary Search Trees,96,"September 21, 2023 9:28 PM",Medium,"October 12, 2023 2:56 PM",Low,,"BST, Math, Tree, dp-Pyr",https://leetcode.com/problems/unique-binary-search-trees/,,,HuaHua
Largest 1-Bordered Square,1139,"September 21, 2023 10:10 PM",Medium,"October 12, 2023 2:56 PM",Medium,checkBetterSolution,"DP, Matrix",https://leetcode.com/problems/largest-1-bordered-square/description/,,,HuaHua
Dice Roll Simulation,1223,"September 21, 2023 11:32 PM",Hard,"October 12, 2023 2:56 PM",High,"Dig More, More Solution, No Idea At First","dp-TimeSeqFromLastOne-Power, dp-状态转移不仅依赖前一项",https://leetcode.com/problems/dice-roll-simulation/description/,,Paint House II (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Paint%20House%20II%20c294748d1c2041c0b47e62eed7bb979d.csv),HuaHua
Regular Expression Matching,10,"September 23, 2023 12:55 AM",Hard,"October 12, 2023 2:56 PM",Low,,"DP, recursion, string",https://leetcode.com/problems/regular-expression-matching/description/,,,HuaHua
Minimum Falling Path Sum,931,"September 23, 2023 1:08 AM",Medium,"October 12, 2023 2:56 PM",Low,,"DP, Matrix",https://leetcode.com/problems/minimum-falling-path-sum/,,,HuaHua
Minimum Moves to Reach Target with Rotations,1210,"September 23, 2023 10:20 PM",Hard,"October 12, 2023 2:56 PM",Medium,,"BFS, Matrix",https://leetcode.com/problems/minimum-moves-to-reach-target-with-rotations/,,,HuaHua
https://leetcode.com/problems/count-square-submatrices-with-all-ones/,1277,"September 23, 2023 10:33 PM",Medium,"October 12, 2023 2:56 PM",Medium,,"DP, Matrix",https://leetcode.com/problems/count-square-submatrices-with-all-ones/,,Maximal Square (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Maximal%20Square%20b0ab6ceef27642839f18680f1f872a0f.csv),HuaHua
Gray Code,89,"September 24, 2023 6:43 PM",Medium,"October 12, 2023 2:56 PM",Medium,"More Solution, NotUnderstand, toRevisit","Bit Manipulation, DP, Greedy, Math",https://leetcode.com/problems/gray-code/,,,HuaHua
Greatest Sum Divisible by Three,1262,"September 24, 2023 10:17 PM",Medium,"October 12, 2023 2:56 PM",Low,More Solution,"Array, DP, Greedy, Math, OrderMap, Sort",https://leetcode.com/problems/greatest-sum-divisible-by-three/,,,HuaHua
Number of Ways to Stay in the Same Place After Some Steps,1269,"September 24, 2023 10:18 PM",Hard,"October 12, 2023 2:56 PM",Medium,,"dp-TimeSeqFromLastOne-Power, dp-bfs-stepByStep",https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps/description/,,"Knight Dialer (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Knight%20Dialer%20ad2dc741f775475aadc6ce3fa768f12f.csv), Count Vowels Permutation (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Count%20Vowels%20Permutation%20dda110cbbdd045dcb165eceb07f72d7b.csv)",HuaHua
Matrix Cells in Distance Order,1030,"September 25, 2023 12:54 AM",Easy,"October 12, 2023 2:56 PM",Low,More Solution,"BFS, Geometry, Matrix, Sort",https://leetcode.com/problems/matrix-cells-in-distance-order/description/,,,HuaHua
Minimum Score Triangulation of Polygon,1039,"September 25, 2023 12:55 AM",Medium,"October 12, 2023 2:56 PM",High,No Idea At First,"Array, Geometry, circle, dp-Pyr",https://leetcode.com/problems/minimum-score-triangulation-of-polygon/,,,HuaHua
