#,Name,Difficult,Priority,Status,Tags,link,source,practicedTimes
10,Regular Expression Matching,Hard,Low,,"DP, recursion, string",https://leetcode.com/problems/regular-expression-matching/description/,HuaHua,
931,Minimum Falling Path Sum,Medium,Low,,"DP, Matrix",https://leetcode.com/problems/minimum-falling-path-sum/,HuaHua,
1210,Minimum Moves to Reach Target with Rotations,Hard,Medium,,"BFS, Matrix",https://leetcode.com/problems/minimum-moves-to-reach-target-with-rotations/,HuaHua,
1277,https://leetcode.com/problems/count-square-submatrices-with-all-ones/,Medium,Medium,,"DP, Matrix",https://leetcode.com/problems/count-square-submatrices-with-all-ones/,HuaHua,
89,Gray Code,Medium,Medium,"More Solution, NotUnderstand, toRevisit","Bit Manipulation, DP, Greedy, Math",https://leetcode.com/problems/gray-code/,HuaHua,
1262,Greatest Sum Divisible by Three,Medium,Low,More Solution,"Array, DP, Greedy, Math, OrderMap, Sort",https://leetcode.com/problems/greatest-sum-divisible-by-three/,HuaHua,
1269,Number of Ways to Stay in the Same Place After Some Steps,Hard,Medium,,"dp-TimeSeqFromLastOne-Power, dp-bfs-stepByStep",https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps/description/,HuaHua,
1030,Matrix Cells in Distance Order,Easy,Low,More Solution,"BFS, Geometry, Matrix, Sort",https://leetcode.com/problems/matrix-cells-in-distance-order/description/,HuaHua,
1039,Minimum Score Triangulation of Polygon,Medium,High,No Idea At First,"Array, Geometry, circle, dp-Pyr",https://leetcode.com/problems/minimum-score-triangulation-of-polygon/,HuaHua,
389,Find the Difference,Easy,Medium,More Solution,"Bit Manipulation, Hash, Sort, string",https://leetcode.com/problems/find-the-difference/,leetcode_daily,
2864,Maximum Odd Binary Number,Easy,Pass,,string,https://leetcode.com/problems/maximum-odd-binary-number/description/,LC_Contests,
2865,Beautiful Towers I,Medium,Medium,"dup, toSummarize","Prefix, monotonic, stack",https://leetcode.com/problems/beautiful-towers-i/,LC_Contests,
2866,Beautiful Towers II,Medium,Medium,"More Solution, toSummarize","Array, Prefix, monotonic, stack",https://leetcode.com/problems/beautiful-towers-ii/description/,LC_Contests,
2867,Count Valid Paths in a Tree,Hard,High,"HardToImplement, No Idea At First, toRevisit, todo","DFS, DP, Graph, Tree",https://leetcode.com/problems/count-valid-paths-in-a-tree/description/,LC_Contests,InProgress
316,https://leetcode.com/problems/remove-duplicate-letters/,Medium,High,"Dig More, No Idea At First","Greedy, monotonic, stack, string",https://leetcode.com/problems/remove-duplicate-letters,leetcode_daily,
2875,Minimum Size Subarray in Infinite Array,Medium,Medium,More Solution,"Array, Hash, Prefix, Sliding Window",https://leetcode.com/problems/minimum-size-subarray-in-infinite-array/description/,LC_Contests,
853,Car Fleet,Medium,Medium,More Solution,"Array, Sort, monotonic, simulation, stack",https://leetcode.com/problems/car-fleet/,leetcode_daily,
2281,https://leetcode.com/problems/sum-of-total-strength-of-wizards/,Hard,High,"Dig More, No Idea At First, toSummarize","Array, Math, Prefix, monotonic, stack",https://leetcode.com/problems/sum-of-total-strength-of-wizards/description/,LC_Contests,
880,Decoded String at Index,Medium,High,"Dig More, More Solution, No Idea At First, toRevisit","recursion, stack, string",https://leetcode.com/problems/decoded-string-at-index/,leetcode_daily,
2876,Count Visited Nodes in a Directed Graph,Hard,High,"HardToImplement, More Solution, No Idea At First, toRevisit","DFS, DP, Graph, Hash, TopSorting, stack",https://leetcode.com/problems/count-visited-nodes-in-a-directed-graph/,LC_Contests,
229,https://leetcode.com/problems/majority-element-ii/,Medium,High,No Idea At First,"Array, Counting, Hash, Sort",https://leetcode.com/problems/majority-element-ii/,leetcode_daily,
343,Integer Break,Medium,Medium,More Solution,"DP, Math",https://leetcode.com/problems/integer-break/,leetcode_daily,
2781,Length of the Longest Valid Substring,Hard,High,,"Array, Hash, Sliding Window, string",https://leetcode.com/problems/length-of-the-longest-valid-substring/,leetcode_daily,
2009,Minimum Number of Operations to Make Array Continuous,Hard,High,No Idea At First,"Array, BS_lower_upper_bound, Sliding Window",https://leetcode.com/problems/minimum-number-of-operations-to-make-array-continuous/,leetcode_daily,
9001,Earliest time to finish watching movies,Hard,High,"No Idea At First, toRevisit","Array, BS_lower_upper_bound, Sort",,amazonOA,
658,Find K Closest Elements,Medium,Medium,"HardToImplement, More Solution, toRevisit","Array, BS_Idx",https://leetcode.com/problems/find-k-closest-elements/description/,leetcode_daily,
9002,amazon rice bags,Medium,Pass,,"Array, dp-TimeSeqFromLastOne-Power",,amazonOA,
2006,Count Number of Pairs With Absolute Difference K,Easy,Medium,,"2pt_SameDir_diffSpeed, Array, Hash",https://leetcode.com/problems/count-number-of-pairs-with-absolute-difference-k/description/,leetcode_daily,
2903,Find Indices With Index and Value Difference I,Easy,Pass,,Array,https://leetcode.com/problems/find-indices-with-index-and-value-difference-i/description/,LC_Contests,
2904,https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string/,Medium,Pass,,"2pt_SameDir_minWin_chkValidAftR, string",https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string/description/,LC_Contests,
2905,https://leetcode.com/problems/find-indices-with-index-and-value-difference-ii/,Medium,Low,,"Array, Prefix",https://leetcode.com/problems/find-indices-with-index-and-value-difference-ii/description/,LC_Contests,
2906,Construct Product Matrix,Medium,High,No Idea At First,"Array, Matrix, Prefix",https://leetcode.com/problems/construct-product-matrix/description/,LC_Contests,
119,Pascal's Triangle II,Easy,Medium,,"Array, DP",https://leetcode.com/problems/pascals-triangle-ii/,leetcode_daily,
1361,Validate Binary Tree Nodes,Medium,Medium,,"BFS, DFS, Graph, Tree, Union Find",https://leetcode.com/problems/validate-binary-tree-nodes/,leetcode_daily,
2439,https://leetcode.com/problems/minimize-maximum-of-array/,Medium,High,"More Solution, No Idea At First","Array, BS_Val, DP, Greedy, Prefix",https://leetcode.com/problems/minimize-maximum-of-array/description/,wisdompeak,
2902,Count of Sub-Multisets With Bounded Sum,Hard,High,"No Idea At First, toRevisit, toSummarize","Array, Hash, Sliding Window, dp-backpack",https://leetcode.com/problems/count-of-sub-multisets-with-bounded-sum/description/,LC_Contests,
2050,Parallel Courses III,Hard,Medium,More Solution,"Array, DP, Graph, TopSorting",https://leetcode.com/problems/parallel-courses-iii/,leetcode_daily,
2897,Apply Operations on Array to Maximize Sum of Squares,Hard,,"new, todo",,https://leetcode.com/problems/apply-operations-on-array-to-maximize-sum-of-squares/description/,,InProgress
2872,Maximum Number of K-Divisible Components,Hard,,"new, todo",,https://leetcode.com/problems/maximum-number-of-k-divisible-components/description/,,
2858,Minimum Edge Reversals So Every Node Is Reachable,Hard,,"new, todo",,https://leetcode.com/problems/minimum-edge-reversals-so-every-node-is-reachable/description/,,
2851,String Transformation,Hard,,"new, todo",,https://leetcode.com/problems/string-transformation/description/,,
2663,Lexicographically Smallest Beautiful String,Hard,,"new, todo",,https://leetcode.com/problems/lexicographically-smallest-beautiful-string/description/,,
2659,Make Array Empty,Hard,,"new, todo",,https://leetcode.com/problems/make-array-empty/description/,,
2650,Design Cancellable Function,Hard,,"new, todo",,https://leetcode.com/problems/design-cancellable-function/description/,,
2646,Minimize the Total Price of the Trips,Hard,,"new, todo",,https://leetcode.com/problems/minimize-the-total-price-of-the-trips/description/,,
844,Backspace String Compare,Easy,High,"HardToImplement, More Solution, No Idea At First","2pt, simulation, stack, string",https://leetcode.com/problems/backspace-string-compare,leetcode_daily,
2908,Minimum Sum of Mountain Triplets I,Easy,Pass,dup,,https://leetcode.com/problems/minimum-sum-of-mountain-triplets-i/description/,LC_Contests,
2909,Minimum Sum of Mountain Triplets II,Medium,Medium,,"Array, DP, Prefix",https://leetcode.com/problems/minimum-sum-of-mountain-triplets-ii/,LC_Contests,
2911,Minimum Changes to Make K Semi-palindromes,Hard,,"new, todo",,https://leetcode.com/problems/minimum-changes-to-make-k-semi-palindromes/description/,LC_Contests,
2910,https://leetcode.com/problems/minimum-number-of-groups-to-create-a-valid-assignment/,Medium,High,"CalcuComplexity, toRevisit","Hash, Math",https://leetcode.com/problems/minimum-number-of-groups-to-create-a-valid-assignment/description/,LC_Contests,
342,Power of Four,Easy,Low,,"Bit Manipulation, Math",https://leetcode.com/problems/power-of-four/,leetcode_daily,
515,Find Largest Value in Each Tree Row,Medium,Pass,,"BFS, Tree",https://leetcode.com/problems/find-largest-value-in-each-tree-row/,leetcode_daily,
779,K-th Symbol in Grammar,Medium,High,"Dig More, No Idea At First","Bit Manipulation, Math, recursion",https://leetcode.com/problems/k-th-symbol-in-grammar,leetcode_daily,
2917,Find the K-or of an Array,Easy,Pass,,Bit Manipulation,https://leetcode.com/problems/find-the-k-or-of-an-array/description/,LC_Contests,
2918,Minimum Equal Sum of Two Arrays After Replacing Zeros,Medium,Low,,Array,https://leetcode.com/problems/minimum-equal-sum-of-two-arrays-after-replacing-zeros/description/,LC_Contests,
2919,Minimum Increment Operations to Make Array Beautiful,Medium,Medium,,"Array, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/minimum-increment-operations-to-make-array-beautiful/description/,LC_Contests,
2920,Maximum Points After Collecting Coins From All Nodes,Hard,High,"No Idea At First, toRevisit","DFS, DP, Graph, Math, Tree",https://leetcode.com/problems/maximum-points-after-collecting-coins-from-all-nodes/description/,LC_Contests,
458,Poor Pigs,Hard,High,"Dig More, More Solution, No Idea At First, out of scope, toRevisit, toSummarize","Bit Manipulation, Combinatorics, DP, Math",https://leetcode.com/problems/poor-pigs,leetcode_daily,
2433,https://leetcode.com/problems/find-the-original-array-of-prefix-xor/,Medium,Low,,"Array, Bit Manipulation",https://leetcode.com/problems/find-the-original-array-of-prefix-xor/,leetcode_daily,
1356,Sort Integers by The Number of 1 Bits,Easy,Pass,,"Array, Bit Manipulation, Counting, Sort",https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits/,leetcode_daily,
2265,Count Nodes Equal to Average of Subtree,Medium,Pass,,"DFS, Tree",https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree/,leetcode_daily,
501,Find Mode in Binary Search Tree,Easy,Medium,HardToImplement,"BFS, DFS, Tree",https://leetcode.com/problems/find-mode-in-binary-search-tree/,leetcode_daily,
1503,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank/,Medium,Medium,No Idea At First,"Array, Brainteaser, simulation",https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank/,leetcode_daily,
1441,Build an Array With Stack Operations,Medium,Pass,,"Array, simulation, stack",https://leetcode.com/problems/build-an-array-with-stack-operations/,leetcode_daily,
1535,Find the Winner of an Array Game,Medium,High,"CalcuComplexity, No Idea At First","Array, queue, simulation",https://leetcode.com/problems/find-the-winner-of-an-array-game/,leetcode_daily,
1845,Seat Reservation Manager,Medium,Low,More Solution,"Design, OrderSet",https://leetcode.com/problems/seat-reservation-manager/,leetcode_daily,
1921,Eliminate Maximum Number of Monsters,Medium,Low,,"Array, Greedy, Sort",https://leetcode.com/problems/eliminate-maximum-number-of-monsters,leetcode_daily,
2849,Determine if a Cell Is Reachable at a Given Time,Medium,Low,,Math,https://leetcode.com/problems/determine-if-a-cell-is-reachable-at-a-given-time,leetcode_daily,
2923,Find Champion I,Easy,Pass,,,https://leetcode.com/problems/find-champion-i/description/,LC_Contests,
2924,Find Champion II,Medium,Pass,,Hash,https://leetcode.com/problems/find-champion-ii/description/,LC_Contests,
2925,Maximum Score After Applying Operations on a Tree,Medium,High,"HardToImplement, No Idea At First, checkBetterSolution","DFS, DP, Graph, Tree",https://leetcode.com/problems/maximum-score-after-applying-operations-on-a-tree,LC_Contests,
2258,Escape the Spreading Fire,Hard,High,"HardToImplement, checkBetterSolution, toRevisit","BFS, BS_todo, Matrix",https://leetcode.com/problems/escape-the-spreading-fire,leetcode_daily,
2926,Maximum Balanced Subsequence Sum,Hard,High,"Dig More, More Solution, No Idea At First, toSummarize","Array, BinaryIndexedTree, LinkedList, OrderMap, SegmentTree_todo, monotonic",https://leetcode.com/problems/maximum-balanced-subsequence-sum/,LC_Contests,
1759,Count Number of Homogenous Substrings,Medium,Low,,"Math, string",https://leetcode.com/problems/count-number-of-homogenous-substrings,leetcode_daily,
1743,Restore the Array From Adjacent Pairs,Medium,Low,,"Array, Graph, Hash",https://leetcode.com/problems/restore-the-array-from-adjacent-pairs,leetcode_daily,
2642,Design Graph With Shortest Path Calculator,Hard,Medium,checkBetterSolution,"Design, Dijkstra, Graph, PQ, shortest_path",https://leetcode.com/problems/design-graph-with-shortest-path-calculator/,leetcode_daily,
573,Squirrel Simulation,Medium,Medium,No Idea At First,"Math, Matrix",https://leetcode.com/problems/squirrel-simulation/description/,leetcode_daily,
1057,Campus Bikes,Medium,High,"HardToImplement, More Solution, checkBetterSolution","Array, Greedy, Hash, OrderSet, Sort, simulation",https://leetcode.com/problems/campus-bikes/description/,leetcode_daily,
2785,Sort Vowels in a String,Medium,Low,,"Sort, string",https://leetcode.com/problems/sort-vowels-in-a-string/,leetcode_daily,
568,Maximum Vacation Days,Hard,Medium,,"Array, DP, Graph, Matrix",https://leetcode.com/problems/maximum-vacation-days/,leetcode_daily,
2932,Maximum Strong Pair XOR I,Easy,Pass,,Array,https://leetcode.com/problems/maximum-strong-pair-xor-i/description/,LC_Contests,
2933,High-Access Employees2933. High-Access Employees,Medium,Low,,"2pt_SameDir_maxWin_chkValidBfrR, Hash",https://leetcode.com/problems/high-access-employees/description/,LC_Contests,
2934,Minimum Operations to Maximize Last Elements in Arrays,Medium,Low,,"Array, simulation",https://leetcode.com/problems/minimum-operations-to-maximize-last-elements-in-arrays/,LC_Contests,
421,Maximum XOR of Two Numbers in an Array,Medium,High,"More Solution, No Idea At First, todo","Array, Bit Manipulation, Hash, Trie",https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/description/,leetcode_daily,
2935,Maximum Strong Pair XOR II,Hard,High,"More Solution, No Idea At First, todo","Array, Bit Manipulation, Hash, Trie",https://leetcode.com/problems/maximum-strong-pair-xor-ii/,LC_Contests,
1492,The kth Factor of n,Medium,Medium,"More Solution, toRevisit",Math,https://leetcode.com/problems/the-kth-factor-of-n/,AmazonFreq,1
1676,Lowest Common Ancestor of a Binary Tree IV,Medium,Medium,,"DFS, Hash, Tree",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv,AmazonFreq,1
1151,Minimum Swaps to Group All 1's Together,Medium,Medium,No Idea At First,"Array, Sliding Window",https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together/,AmazonFreq,1
2330,Valid Palindrome IV,Medium,Pass,,"2pt_DiffDir, string",https://leetcode.com/problems/valid-palindrome-iv/,AmazonFreq,1
2340,Minimum Adjacent Swaps to Make a Valid Array,Medium,Pass,,"Array, Greedy",https://leetcode.com/problems/minimum-adjacent-swaps-to-make-a-valid-array/,AmazonFreq,1
1930,Unique Length-3 Palindromic Subsequences,Medium,High,No Idea At First,"Hash, Prefix, string",https://leetcode.com/problems/unique-length-3-palindromic-subsequences,leetcode_daily,
2297,Jump Game VIII,Medium,High,"HardToImplement, checkBetterSolution, toRevisit","Array, DP, Dijkstra, Graph, monotonic, shortest_path, stack",https://leetcode.com/problems/jump-game-viii/,AmazonFreq,1
1846,Maximum Element After Decreasing and Rearranging,Medium,Pass,checkBetterSolution,"Array, Greedy, Sort",https://leetcode.com/problems/maximum-element-after-decreasing-and-rearranging/,leetcode_daily,
2323,Find Minimum Time to Finish All Jobs II,Medium,High,Dig More,"Array, Greedy, Math, Sort",https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs-ii/,AmazonFreq,1
2534,Time Taken to Cross the Door,Hard,Medium,HardToImplement,"Array, queue, simulation",https://leetcode.com/problems/time-taken-to-cross-the-door,AmazonFreq,1
2519,Count the Number of K-Big Indices,Hard,High,"Dig More, More Solution, No Idea At First, toSummarize","Array, BS_todo, BinaryIndexedTree, Divide and Conquer, MergeSort, OrderSet, PQ, SegmentTree_val",https://leetcode.com/problems/count-the-number-of-k-big-indices/,AmazonFreq,1
2408,Design SQL,Medium,Low,,"Array, Design, Hash, string",https://leetcode.com/problems/design-sql/description,AmazonFreq,1
2355,Maximum Number of Books You Can Take,Hard,High,"Dig More, No Idea At First","Array, DP, monotonic, stack",https://leetcode.com/problems/maximum-number-of-books-you-can-take,AmazonFreq,1
2307,Check for Contradictions in Equations,Hard,High,HardToImplement,"Array, DFS, Graph, Union Find",https://leetcode.com/problems/check-for-contradictions-in-equations/,AmazonFreq,1
2268,Minimum Number of Keypresses,Medium,Low,,"Array, Counting, Greedy, Sort, string",https://leetcode.com/problems/minimum-number-of-keypresses/,AmazonFreq,1
1650,Lowest Common Ancestor of a Binary Tree III,Medium,Pass,,"2pt, Hash, Tree",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,AmazonFreq,1
2638,Count the Number of K-Free Subsets2638. Count the Number of K-Free Subsets,Medium,High,No Idea At First,"Array, DP, Sort",https://leetcode.com/problems/count-the-number-of-k-free-subsets/,AmazonFreq,1
2486,Append Characters to String to Make Subsequence,Medium,Pass,,"2pt, Greedy, string",https://leetcode.com/problems/append-characters-to-string-to-make-subsequence,AmazonFreq,1
2461,Maximum Sum of Distinct Subarrays With Length K,Medium,Low,,"Array, Hash, Sliding Window",https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k/,AmazonFreq,1
2222,Number of Ways to Select Buildings,Medium,Medium,No Idea At First,"DP, Prefix, string",https://leetcode.com/problems/number-of-ways-to-select-buildings/,AmazonFreq,1
937,Reorder Data in Log Files,Medium,Low,,"Array, Sort, string",https://leetcode.com/problems/reorder-data-in-log-files/,AmazonFreq,1
1980,Find Unique Binary String,Medium,Medium,"HardToImplement, More Solution","Array, BackTracking, Bit Manipulation, string",https://leetcode.com/problems/find-unique-binary-string,leetcode_daily,
1877,Minimize Maximum Pair Sum in Array,Medium,Low,,"2pt, Array, Greedy, Sort",https://leetcode.com/problems/minimize-maximum-pair-sum-in-array/,leetcode_daily,
2046,Sort Linked List Already Sorted Using Absolute Values,Medium,Low,,"2pt, LinkedList, Sort",https://leetcode.com/problems/sort-linked-list-already-sorted-using-absolute-values/,ticktokFreq,1
286,Walls and Gates,Medium,Low,,"Array, BFS, Matrix",https://leetcode.com/problems/walls-and-gates/description/,ticktokFreq,1
2234,Maximum Total Beauty of the Gardens,Hard,High,"CalcuComplexity, Dig More, HardToImplement, No Idea At First, NotUnderstand, toRevisit","2pt, Array, BS_Idx, BS_lower_upper_bound, Greedy, Sort",https://leetcode.com/problems/maximum-total-beauty-of-the-gardens,ticktokFreq,1
946,Validate Stack Sequences,Medium,Medium,No Idea At First,"Array, simulation, stack",https://leetcode.com/problems/validate-stack-sequences,ticktokFreq,1
588,Design In-Memory File System,Hard,Medium,HardToImplement,"Design, Hash, Trie, string",https://leetcode.com/problems/design-in-memory-file-system,ticktokFreq,1
400,Nth Digit,Medium,High,"Dig More, HardToImplement, More Solution, No Idea At First, checkBetterSolution","BS_todo, Math",https://leetcode.com/problems/nth-digit,ticktokFreq,1
1887,Reduction Operations to Make the Array Elements Equal,Medium,Medium,,"Array, Sort, simulation",https://leetcode.com/problems/reduction-operations-to-make-the-array-elements-equal/,leetcode_daily,
2937,Make Three Strings Equal,Easy,Low,,string,https://leetcode.com/problems/make-three-strings-equal/,LC_Contests,
2938,Separate Black and White Balls,Medium,Medium,"Dig More, More Solution, No Idea At First",Array,https://leetcode.com/problems/separate-black-and-white-balls/,LC_Contests,
2940,Find Building Where Alice and Bob Can Meet,Hard,High,"Dig More, HardToImplement, More Solution, No Idea At First, NotUnderstand, toSummarize","Array, OrderMap, SegmentTree_val, monotonic, stack",https://leetcode.com/problems/find-building-where-alice-and-bob-can-meet/description/,LC_Contests,
2939,Maximum Xor Product,Medium,High,"Dig More, No Idea At First, NotUnderstand, toRevisit, toSummarize","Bit Manipulation, Math",https://leetcode.com/problems/maximum-xor-product/description/,LC_Contests,
2391,Minimum Amount of Time to Collect Garbage,Medium,Low,,"Array, Prefix, string",https://leetcode.com/problems/minimum-amount-of-time-to-collect-garbage,leetcode_daily,
159,Longest Substring with At Most Two Distinct Characters,Medium,Pass,,"Hash, Sliding Window, string",https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters,LC_Premium_Algo_100,
1100,Find K-Length Substrings With No Repeated Characters,Medium,Medium,Dig More,"Hash, Sliding Window, string",https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters/,LC_Premium_Algo_100,
1814,Count Nice Pairs in an Array,Medium,Medium,No Idea At First,"Array, Counting, Hash, Math",https://leetcode.com/problems/count-nice-pairs-in-an-array/,leetcode_daily,
1056,Confusing Number,Easy,Pass,,Math,https://leetcode.com/problems/confusing-number/,LC_Premium_Algo_100,
1630,Arithmetic Subarrays,Medium,Medium,"More Solution, checkBetterSolution","Array, Sort",https://leetcode.com/problems/arithmetic-subarrays,leetcode_daily,
227,Basic Calculator II,Medium,Medium,,"Math, stack, string",https://leetcode.com/problems/basic-calculator-ii/description/,leetcode_daily,
772,Basic Calculator III,Hard,High,"HardToImplement, toSummarize","Math, recursion, stack, string",https://leetcode.com/problems/basic-calculator-iii/description/,"LC_Premium_Algo_100, leetcode_daily",
647,Palindromic Substrings,Medium,Low,,"DP, string",https://leetcode.com/problems/palindromic-substrings/description/,facebookFreq,
1249,Minimum Remove to Make Valid Parentheses,Medium,Low,checkBetterSolution,"stack, string",https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses/description/,facebookFreq,
1762,Buildings With an Ocean View,Medium,Low,More Solution,"Array, monotonic, stack",https://leetcode.com/problems/buildings-with-an-ocean-view/description/,facebookFreq,
2055,Plates Between Candles,Medium,Medium,More Solution,"Array, BS_todo, Prefix, string",https://leetcode.com/problems/plates-between-candles/description/,AmazonFreq,
2825,Make String a Subsequence Using Cyclic Increments,Medium,Medium,,"2pt, string",https://leetcode.com/problems/make-string-a-subsequence-using-cyclic-increments/description/,AmazonFreq,
2357,Make Array Zero by Subtracting Equal Amounts,Easy,Pass,More Solution,"Array, Greedy, Hash, PQ, Sort, simulation",https://leetcode.com/problems/make-array-zero-by-subtracting-equal-amounts/description/,AmazonFreq,
2262,Total Appeal of A String,Hard,Medium,,"DP, Hash, string",https://leetcode.com/problems/total-appeal-of-a-string/description/,AmazonFreq,
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,Hard,High,"Dig More, HardToImplement, No Idea At First, toSummarize","DP, Prefix",https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons/description/,AmazonFreq,
2607,Make K-Subarray Sums Equal,Medium,High,"Dig More, No Idea At First","Array, Math, QuickSelect, Sort, kth",https://leetcode.com/problems/make-k-subarray-sums-equal/description/,AmazonFreq,
1561,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/,Medium,Medium,,"Array, Game, Greedy, Math, Sort",https://leetcode.com/problems/maximum-number-of-coins-you-can-get/,leetcode_daily,
1685,Sum of Absolute Differences in a Sorted Array,Medium,Low,,"Array, Math, Prefix",https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array/,leetcode_daily,
2147,Number of Ways to Divide a Long Corridor,Hard,,todo,,https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor/,leetcode_daily,
1570,Dot Product of Two Sparse Vectors,Medium,Medium,,"2pt, Array, Design, Hash",https://leetcode.com/problems/dot-product-of-two-sparse-vectors/,facebookFreq,
1662,Check If Two String Arrays are Equivalent,Easy,Low,,"Array, string",https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent/,leetcode_daily,
1099,Two Sum Less Than K,Easy,Low,,"2pt, Array, BS_todo, Sort",https://leetcode.com/problems/two-sum-less-than-k/,leetcode_daily,
791,Custom Sort String,Medium,Low,,"Hash, Sort, string",https://leetcode.com/problems/custom-sort-string/description/,facebookFreq,
938,Range Sum of BST,Easy,Low,,"BST, DFS, Tree",https://leetcode.com/problems/range-sum-of-bst/description/,facebookFreq,
249,Group Shifted Strings,Medium,Low,,"Array, Hash, string",https://leetcode.com/problems/group-shifted-strings/,facebookFreq,
766,Toeplitz Matrix,Easy,Medium,,"Matrix, matrix-diagTraverse",https://leetcode.com/problems/toeplitz-matrix/description/,facebookFreq,
523,Continuous Subarray Sum,Medium,High,No Idea At First,"Array, Hash, Math, Prefix",https://leetcode.com/problems/continuous-subarray-sum/description/,facebookFreq,
670,Maximum Swap,Medium,Medium,,"Greedy, Math, string",https://leetcode.com/problems/maximum-swap/description/,facebookFreq,
921,Minimum Add to Make Parentheses Valid,Medium,Low,,"Greedy, stack, string",https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/description/,facebookFreq,
708,Insert into a Sorted Circular Linked List,Medium,Medium,HardToImplement,LinkedList,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list/description/,facebookFreq,
296,Best Meeting Point,Hard,High,No Idea At First,"Array, Math, Matrix, Sort, median",https://leetcode.com/problems/best-meeting-point/description/,facebookFreq,
1047,Remove All Adjacent Duplicates In String,Easy,Pass,,"stack, string",https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/description/,facebookFreq,
706,Design HashMap,Easy,Low,,"Array, Design, Hash, LinkedList",https://leetcode.com/problems/design-hashmap/description/,facebookFreq,
1331,Rank Transform of an Array,Easy,Low,toRevisit,"Array, Hash, Sort",https://leetcode.com/problems/rank-transform-of-an-array/description/,facebookFreq,
367,Valid Perfect Square,Easy,Low,,"BS_Val, Math",https://leetcode.com/problems/valid-perfect-square/description/,facebookFreq,
1539,Kth Missing Positive Number,Easy,High,"HardToImplement, More Solution, No Idea At First, toRevisit","Array, BS_todo",https://leetcode.com/problems/kth-missing-positive-number/description/,facebookFreq,
270,Closest Binary Search Tree Value,Easy,Low,,"BST, BS_todo, DFS, Tree",https://leetcode.com/problems/closest-binary-search-tree-value/description/,facebookFreq,
953,Verifying an Alien Dictionary,Easy,Low,,"Array, Hash, string",https://leetcode.com/problems/verifying-an-alien-dictionary/,facebookFreq,
2951,Find the Peaks,Easy,Pass,,Array,https://leetcode.com/problems/find-the-peaks/description/,LC_Contests,
2952,Minimum Number of Coins to be Added,Medium,High,"No Idea At First, todo",,https://leetcode.com/problems/minimum-number-of-coins-to-be-added/description/,LC_Contests,
2953,Count Complete Substrings,Medium,High,"No Idea At First, todo",,https://leetcode.com/problems/count-complete-substrings/,LC_Contests,
2954,Count the Number of Infection Sequences,Hard,,todo,,https://leetcode.com/problems/count-the-number-of-infection-sequences/description/,LC_Contests,
317,Shortest Distance from All Buildings,Hard,Medium,"More Solution, toSummarize","BFS, Matrix",https://leetcode.com/problems/shortest-distance-from-all-buildings/description/,facebookFreq,
269,Alien Dictionary,Hard,High,HardToImplement,"Array, BFS, DFS, Graph, TopSorting, string",https://leetcode.com/problems/alien-dictionary/description/,facebookFreq,
666,Path Sum IV,Medium,Medium,HardToImplement,"Array, DFS, Hash, Tree",https://leetcode.com/problems/path-sum-iv/description/,ticktokFreq,
1345,https://leetcode.com/problems/jump-game-iv/,Hard,Medium,CalcuComplexity,"Array, BFS, Hash",https://leetcode.com/problems/jump-game-iv/description/,ticktokFreq,
418,Sentence Screen Fitting,Medium,High,"HardToImplement, todo","DP, simulation, string",https://leetcode.com/problems/sentence-screen-fitting/description/,ticktokFreq,
333,Largest BST Subtree,Medium,Low,More Solution,"BST, DFS, DP, Tree",https://leetcode.com/problems/largest-bst-subtree/description/,ticktokFreq,
2217,Find Palindrome With Fixed Length,Medium,Low,,"Array, Math",https://leetcode.com/problems/find-palindrome-with-fixed-length/description/,ticktokFreq,
1209,Remove All Adjacent Duplicates in String II,Medium,Medium,"More Solution, toRevisit","2pt, stack, string",https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/description/,ticktokFreq,
