#,Name,Difficult,Priority,Status,Tags,link,source,Last edited time,Created time,practicedTimes,related
229,https://leetcode.com/problems/majority-element-ii/,Medium,High,No Idea At First,"Array, Counting, Hash, Sort",https://leetcode.com/problems/majority-element-ii/,leetcode_daily,"October 12, 2023 2:56 PM","October 5, 2023 1:47 PM",,
343,Integer Break,Medium,Medium,More Solution,"DP, Math",https://leetcode.com/problems/integer-break/,leetcode_daily,"October 12, 2023 2:56 PM","October 5, 2023 7:22 PM",,
2781,Length of the Longest Valid Substring,Hard,High,,"Array, Hash, Sliding Window, string",https://leetcode.com/problems/length-of-the-longest-valid-substring/,leetcode_daily,"October 12, 2023 2:56 PM","October 10, 2023 4:17 PM",,
2009,Minimum Number of Operations to Make Array Continuous,Hard,High,No Idea At First,"Array, BS_lower_upper_bound, Sliding Window",https://leetcode.com/problems/minimum-number-of-operations-to-make-array-continuous/,leetcode_daily,"October 12, 2023 2:56 PM","October 11, 2023 12:31 PM",,
9001,Earliest time to finish watching movies,Hard,High,"No Idea At First, toRevisit","Array, BS_lower_upper_bound, Sort",,amazonOA,"November 11, 2023 5:27 PM","October 11, 2023 6:56 PM",,Find Indices With Index and Value Difference II (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Find%20Indices%20With%20Index%20and%20Value%20Difference%20II%20a245ef0a128344398828dc78b3f502b8.csv)
658,Find K Closest Elements,Medium,Medium,"HardToImplement, More Solution, toRevisit","Array, BS_Idx",https://leetcode.com/problems/find-k-closest-elements/description/,leetcode_daily,"October 12, 2023 2:56 PM","October 11, 2023 11:40 PM",,
9002,amazon rice bags,Medium,Pass,,"Array, dp-TimeSeqFromLastOne-Power",,amazonOA,"October 12, 2023 2:56 PM","October 12, 2023 2:46 PM",,
2006,Count Number of Pairs With Absolute Difference K,Easy,Medium,,"2pt_SameDir_diffSpeed, Array, Hash",https://leetcode.com/problems/count-number-of-pairs-with-absolute-difference-k/description/,leetcode_daily,"October 13, 2023 6:24 PM","October 13, 2023 4:38 PM",,[lint] Two Sum - Difference equals to target (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/%5Blint%5D%20Two%20Sum%20-%20Difference%20equals%20to%20target%2099c7f8d7fefa45ad917270ad5b68dc0a.csv)
2903,Find Indices With Index and Value Difference I,Easy,Pass,,Array,https://leetcode.com/problems/find-indices-with-index-and-value-difference-i/description/,LC_Contests,"October 15, 2023 12:17 AM","October 15, 2023 12:16 AM",,
2904,https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string/,Medium,Pass,,"2pt_SameDir_minWin_chkValidAftR, string",https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string/description/,LC_Contests,"October 15, 2023 12:18 AM","October 15, 2023 12:17 AM",,
2905,https://leetcode.com/problems/find-indices-with-index-and-value-difference-ii/,Medium,Low,,"Array, Prefix",https://leetcode.com/problems/find-indices-with-index-and-value-difference-ii/description/,LC_Contests,"October 15, 2023 5:06 AM","October 15, 2023 12:19 AM",,Earliest time to finish watching movies (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Earliest%20time%20to%20finish%20watching%20movies%2017f753d80d4f42aa9e24560bf5511524.csv)
2906,Construct Product Matrix,Medium,High,No Idea At First,"Array, Matrix, Prefix",https://leetcode.com/problems/construct-product-matrix/description/,LC_Contests,"October 15, 2023 12:35 AM","October 15, 2023 12:20 AM",,Product of Array Except Self (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Product%20of%20Array%20Except%20Self%20508eaa4078494a9dac81932047c21c34.csv)
119,Pascal's Triangle II,Easy,Medium,,"Array, DP",https://leetcode.com/problems/pascals-triangle-ii/,leetcode_daily,"October 16, 2023 1:48 PM","October 16, 2023 1:48 PM",,
1361,Validate Binary Tree Nodes,Medium,Medium,,"BFS, DFS, Graph, Tree, Union Find",https://leetcode.com/problems/validate-binary-tree-nodes/,leetcode_daily,"October 16, 2023 5:27 PM","October 16, 2023 5:26 PM",,
2439,https://leetcode.com/problems/minimize-maximum-of-array/,Medium,High,"More Solution, No Idea At First","Array, BS_Val, DP, Greedy, Prefix",https://leetcode.com/problems/minimize-maximum-of-array/description/,wisdompeak,"October 16, 2023 6:08 PM","October 16, 2023 5:47 PM",,
2902,Count of Sub-Multisets With Bounded Sum,Hard,High,"No Idea At First, toRevisit, toSummarize","Array, Hash, Sliding Window, dp-backpack",https://leetcode.com/problems/count-of-sub-multisets-with-bounded-sum/description/,LC_Contests,"October 17, 2023 6:24 PM","October 16, 2023 10:42 PM",,
2050,Parallel Courses III,Hard,Medium,More Solution,"Array, DP, Graph, TopSorting",https://leetcode.com/problems/parallel-courses-iii/,leetcode_daily,"October 17, 2023 6:14 PM","October 17, 2023 6:13 PM",,
2897,Apply Operations on Array to Maximize Sum of Squares,Hard,,"new, todo",,https://leetcode.com/problems/apply-operations-on-array-to-maximize-sum-of-squares/description/,,"October 17, 2023 10:44 PM","October 17, 2023 6:29 PM",InProgress,
2872,Maximum Number of K-Divisible Components,Hard,,"new, todo",,https://leetcode.com/problems/maximum-number-of-k-divisible-components/description/,,"October 17, 2023 10:42 PM","October 17, 2023 6:30 PM",,
2858,Minimum Edge Reversals So Every Node Is Reachable,Hard,,"new, todo",,https://leetcode.com/problems/minimum-edge-reversals-so-every-node-is-reachable/description/,,"October 17, 2023 10:42 PM","October 17, 2023 6:31 PM",,
2851,String Transformation,Hard,,"new, todo",,https://leetcode.com/problems/string-transformation/description/,,"October 17, 2023 10:42 PM","October 17, 2023 6:32 PM",,
2663,Lexicographically Smallest Beautiful String,Hard,,"new, todo",,https://leetcode.com/problems/lexicographically-smallest-beautiful-string/description/,,"October 17, 2023 10:39 PM","October 17, 2023 10:39 PM",,
2659,Make Array Empty,Hard,,"new, todo",,https://leetcode.com/problems/make-array-empty/description/,,"October 17, 2023 10:40 PM","October 17, 2023 10:40 PM",,
2650,Design Cancellable Function,Hard,,"new, todo",,https://leetcode.com/problems/design-cancellable-function/description/,,"October 17, 2023 10:40 PM","October 17, 2023 10:40 PM",,
2646,Minimize the Total Price of the Trips,Hard,,"new, todo",,https://leetcode.com/problems/minimize-the-total-price-of-the-trips/description/,,"October 17, 2023 10:41 PM","October 17, 2023 10:41 PM",,
844,Backspace String Compare,Easy,High,"HardToImplement, More Solution, No Idea At First","2pt, simulation, stack, string",https://leetcode.com/problems/backspace-string-compare,leetcode_daily,"October 19, 2023 12:59 PM","October 18, 2023 10:11 PM",,
2908,Minimum Sum of Mountain Triplets I,Easy,Pass,dup,,https://leetcode.com/problems/minimum-sum-of-mountain-triplets-i/description/,LC_Contests,"October 22, 2023 9:58 PM","October 22, 2023 9:57 PM",,
2909,Minimum Sum of Mountain Triplets II,Medium,Medium,,"Array, DP, Prefix",https://leetcode.com/problems/minimum-sum-of-mountain-triplets-ii/,LC_Contests,"October 22, 2023 9:58 PM","October 22, 2023 9:58 PM",,
2911,Minimum Changes to Make K Semi-palindromes,Hard,,"new, todo",,https://leetcode.com/problems/minimum-changes-to-make-k-semi-palindromes/description/,LC_Contests,"October 22, 2023 9:59 PM","October 22, 2023 9:59 PM",,
2910,https://leetcode.com/problems/minimum-number-of-groups-to-create-a-valid-assignment/,Medium,High,"CalcuComplexity, toRevisit","Hash, Math",https://leetcode.com/problems/minimum-number-of-groups-to-create-a-valid-assignment/description/,LC_Contests,"October 22, 2023 10:34 PM","October 22, 2023 10:00 PM",,Valid Palindrome III (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Valid%20Palindrome%20III%20517a78a10eeb4597af212af8b9e8f366.csv)
342,Power of Four,Easy,Low,,"Bit Manipulation, Math",https://leetcode.com/problems/power-of-four/,leetcode_daily,"October 23, 2023 2:00 PM","October 23, 2023 1:48 PM",,
515,Find Largest Value in Each Tree Row,Medium,Pass,,"BFS, Tree",https://leetcode.com/problems/find-largest-value-in-each-tree-row/,leetcode_daily,"October 23, 2023 10:03 PM","October 23, 2023 10:02 PM",,
779,K-th Symbol in Grammar,Medium,High,"Dig More, No Idea At First","Bit Manipulation, Math, recursion",https://leetcode.com/problems/k-th-symbol-in-grammar,leetcode_daily,"October 28, 2023 12:32 PM","October 28, 2023 1:51 AM",,
2917,Find the K-or of an Array,Easy,Pass,,Bit Manipulation,https://leetcode.com/problems/find-the-k-or-of-an-array/description/,LC_Contests,"October 29, 2023 12:32 AM","October 29, 2023 12:31 AM",,
2918,Minimum Equal Sum of Two Arrays After Replacing Zeros,Medium,Low,,Array,https://leetcode.com/problems/minimum-equal-sum-of-two-arrays-after-replacing-zeros/description/,LC_Contests,"October 29, 2023 12:32 AM","October 29, 2023 12:32 AM",,
2919,Minimum Increment Operations to Make Array Beautiful,Medium,Medium,,"Array, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/minimum-increment-operations-to-make-array-beautiful/description/,LC_Contests,"October 29, 2023 12:34 AM","October 29, 2023 12:33 AM",,
2920,Maximum Points After Collecting Coins From All Nodes,Hard,High,"No Idea At First, toRevisit","DFS, DP, Graph, Math, Tree",https://leetcode.com/problems/maximum-points-after-collecting-coins-from-all-nodes/description/,LC_Contests,"October 29, 2023 2:30 PM","October 29, 2023 12:35 AM",,
458,Poor Pigs,Hard,High,"Dig More, More Solution, No Idea At First, out of scope, toRevisit, toSummarize","Bit Manipulation, Combinatorics, DP, Math",https://leetcode.com/problems/poor-pigs,leetcode_daily,"October 29, 2023 3:09 PM","October 29, 2023 2:33 PM",,
2433,https://leetcode.com/problems/find-the-original-array-of-prefix-xor/,Medium,Low,,"Array, Bit Manipulation",https://leetcode.com/problems/find-the-original-array-of-prefix-xor/,leetcode_daily,"November 1, 2023 8:41 PM","November 1, 2023 8:41 PM",,
1356,Sort Integers by The Number of 1 Bits,Easy,Pass,,"Array, Bit Manipulation, Counting, Sort",https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits/,leetcode_daily,"November 1, 2023 8:47 PM","November 1, 2023 8:46 PM",,
2265,Count Nodes Equal to Average of Subtree,Medium,Pass,,"DFS, Tree",https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree/,leetcode_daily,"November 1, 2023 8:54 PM","November 1, 2023 8:54 PM",,
501,Find Mode in Binary Search Tree,Easy,Medium,HardToImplement,"BFS, DFS, Tree",https://leetcode.com/problems/find-mode-in-binary-search-tree/,leetcode_daily,"November 1, 2023 9:15 PM","November 1, 2023 9:00 PM",,
1503,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank/,Medium,Medium,No Idea At First,"Array, Brainteaser, simulation",https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank/,leetcode_daily,"November 4, 2023 12:33 AM","November 4, 2023 12:32 AM",,
1441,Build an Array With Stack Operations,Medium,Pass,,"Array, simulation, stack",https://leetcode.com/problems/build-an-array-with-stack-operations/,leetcode_daily,"November 4, 2023 12:42 AM","November 4, 2023 12:41 AM",,
1535,Find the Winner of an Array Game,Medium,High,"CalcuComplexity, No Idea At First","Array, queue, simulation",https://leetcode.com/problems/find-the-winner-of-an-array-game/,leetcode_daily,"November 7, 2023 6:14 PM","November 7, 2023 6:07 PM",,
1845,Seat Reservation Manager,Medium,Low,More Solution,"Design, OrderSet",https://leetcode.com/problems/seat-reservation-manager/,leetcode_daily,"November 7, 2023 6:26 PM","November 7, 2023 6:24 PM",,
1921,Eliminate Maximum Number of Monsters,Medium,Low,,"Array, Greedy, Sort",https://leetcode.com/problems/eliminate-maximum-number-of-monsters,leetcode_daily,"November 7, 2023 6:37 PM","November 7, 2023 6:37 PM",,
2849,Determine if a Cell Is Reachable at a Given Time,Medium,Low,,Math,https://leetcode.com/problems/determine-if-a-cell-is-reachable-at-a-given-time,leetcode_daily,"November 7, 2023 7:03 PM","November 7, 2023 6:59 PM",,
2923,Find Champion I,Easy,Pass,,,https://leetcode.com/problems/find-champion-i/description/,LC_Contests,"November 9, 2023 3:22 PM","November 9, 2023 3:21 PM",,
2924,Find Champion II,Medium,Pass,,Hash,https://leetcode.com/problems/find-champion-ii/description/,LC_Contests,"November 9, 2023 8:52 PM","November 9, 2023 3:23 PM",,
2925,Maximum Score After Applying Operations on a Tree,Medium,High,"HardToImplement, No Idea At First, checkBetterSolution","DFS, DP, Graph, Tree",https://leetcode.com/problems/maximum-score-after-applying-operations-on-a-tree,LC_Contests,"November 9, 2023 11:24 PM","November 9, 2023 11:22 PM",,
2258,Escape the Spreading Fire,Hard,High,"HardToImplement, checkBetterSolution, toRevisit","BFS, BS_todo, Matrix",https://leetcode.com/problems/escape-the-spreading-fire,leetcode_daily,"November 10, 2023 12:05 AM","November 10, 2023 12:03 AM",,
2926,Maximum Balanced Subsequence Sum,Hard,High,"Dig More, More Solution, No Idea At First, toSummarize","Array, BinaryIndexedTree, LinkedList, OrderMap, SegmentTree_todo, monotonic",https://leetcode.com/problems/maximum-balanced-subsequence-sum/,LC_Contests,"November 11, 2023 11:15 PM","November 10, 2023 4:00 PM",,
1759,Count Number of Homogenous Substrings,Medium,Low,,"Math, string",https://leetcode.com/problems/count-number-of-homogenous-substrings,leetcode_daily,"November 11, 2023 2:14 AM","November 11, 2023 2:12 AM",,
1743,Restore the Array From Adjacent Pairs,Medium,Low,,"Array, Graph, Hash",https://leetcode.com/problems/restore-the-array-from-adjacent-pairs,leetcode_daily,"November 11, 2023 2:41 AM","November 11, 2023 2:40 AM",,
2642,Design Graph With Shortest Path Calculator,Hard,Medium,checkBetterSolution,"Design, Dijkstra, Graph, PQ, shortest_path",https://leetcode.com/problems/design-graph-with-shortest-path-calculator/,leetcode_daily,"November 11, 2023 11:51 PM","November 11, 2023 11:49 PM",,
573,Squirrel Simulation,Medium,Medium,No Idea At First,"Math, Matrix",https://leetcode.com/problems/squirrel-simulation/description/,leetcode_daily,"November 12, 2023 1:46 AM","November 12, 2023 1:25 AM",,
1057,Campus Bikes,Medium,High,"HardToImplement, More Solution, checkBetterSolution","Array, Greedy, Hash, OrderSet, Sort, simulation",https://leetcode.com/problems/campus-bikes/description/,leetcode_daily,"November 12, 2023 4:40 PM","November 12, 2023 4:38 PM",,
2785,Sort Vowels in a String,Medium,Low,,"Sort, string",https://leetcode.com/problems/sort-vowels-in-a-string/,leetcode_daily,"November 12, 2023 5:32 PM","November 12, 2023 5:31 PM",,
568,Maximum Vacation Days,Hard,Medium,,"Array, DP, Graph, Matrix",https://leetcode.com/problems/maximum-vacation-days/,leetcode_daily,"November 12, 2023 6:14 PM","November 12, 2023 6:13 PM",,
2932,Maximum Strong Pair XOR I,Easy,Pass,,Array,https://leetcode.com/problems/maximum-strong-pair-xor-i/description/,LC_Contests,"November 12, 2023 7:02 PM","November 12, 2023 6:57 PM",,
2933,High-Access Employees2933. High-Access Employees,Medium,Low,,"2pt_SameDir_maxWin_chkValidBfrR, Hash",https://leetcode.com/problems/high-access-employees/description/,LC_Contests,"November 12, 2023 7:01 PM","November 12, 2023 6:59 PM",,
2934,Minimum Operations to Maximize Last Elements in Arrays,Medium,Low,,"Array, simulation",https://leetcode.com/problems/minimum-operations-to-maximize-last-elements-in-arrays/,LC_Contests,"November 12, 2023 7:02 PM","November 12, 2023 7:01 PM",,
421,Maximum XOR of Two Numbers in an Array,Medium,High,"More Solution, No Idea At First, todo","Array, Bit Manipulation, Hash, Trie",https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/description/,leetcode_daily,"November 12, 2023 7:18 PM","November 12, 2023 7:15 PM",,Maximum Strong Pair XOR II (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Maximum%20Strong%20Pair%20XOR%20II%20c05395bc69534d28816172590340fa26.csv)
2935,Maximum Strong Pair XOR II,Hard,High,"More Solution, No Idea At First, todo","Array, Bit Manipulation, Hash, Trie",https://leetcode.com/problems/maximum-strong-pair-xor-ii/,LC_Contests,"November 12, 2023 7:21 PM","November 12, 2023 7:15 PM",,Maximum XOR of Two Numbers in an Array (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Maximum%20XOR%20of%20Two%20Numbers%20in%20an%20Array%20fb44a67db12049edab559786595df89b.csv)
1492,The kth Factor of n,Medium,Medium,"More Solution, toRevisit",Math,https://leetcode.com/problems/the-kth-factor-of-n/,AmazonFreq,"November 17, 2023 1:26 AM","November 12, 2023 10:10 PM",1,
1676,Lowest Common Ancestor of a Binary Tree IV,Medium,Medium,,"DFS, Hash, Tree",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv,AmazonFreq,"November 17, 2023 1:26 AM","November 12, 2023 11:16 PM",1,
1151,Minimum Swaps to Group All 1's Together,Medium,Medium,No Idea At First,"Array, Sliding Window",https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together/,AmazonFreq,"November 17, 2023 1:26 AM","November 13, 2023 1:46 AM",1,
2330,Valid Palindrome IV,Medium,Pass,,"2pt_DiffDir, string",https://leetcode.com/problems/valid-palindrome-iv/,AmazonFreq,"November 17, 2023 1:26 AM","November 13, 2023 1:52 AM",1,
2340,Minimum Adjacent Swaps to Make a Valid Array,Medium,Pass,,"Array, Greedy",https://leetcode.com/problems/minimum-adjacent-swaps-to-make-a-valid-array/,AmazonFreq,"November 17, 2023 1:26 AM","November 13, 2023 2:04 AM",1,
1930,Unique Length-3 Palindromic Subsequences,Medium,High,No Idea At First,"Hash, Prefix, string",https://leetcode.com/problems/unique-length-3-palindromic-subsequences,leetcode_daily,"November 13, 2023 4:43 PM","November 13, 2023 4:42 PM",,
2297,Jump Game VIII,Medium,High,"HardToImplement, checkBetterSolution, toRevisit","Array, DP, Dijkstra, Graph, monotonic, shortest_path, stack",https://leetcode.com/problems/jump-game-viii/,AmazonFreq,"November 17, 2023 1:26 AM","November 14, 2023 1:43 AM",1,
1846,Maximum Element After Decreasing and Rearranging,Medium,Pass,checkBetterSolution,"Array, Greedy, Sort",https://leetcode.com/problems/maximum-element-after-decreasing-and-rearranging/,leetcode_daily,"November 15, 2023 12:09 AM","November 15, 2023 12:08 AM",,
2323,Find Minimum Time to Finish All Jobs II,Medium,High,Dig More,"Array, Greedy, Math, Sort",https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs-ii/,AmazonFreq,"November 17, 2023 1:26 AM","November 15, 2023 12:52 AM",1,
2534,Time Taken to Cross the Door,Hard,Medium,HardToImplement,"Array, queue, simulation",https://leetcode.com/problems/time-taken-to-cross-the-door,AmazonFreq,"November 17, 2023 1:26 AM","November 15, 2023 2:35 AM",1,
2519,Count the Number of K-Big Indices,Hard,High,"Dig More, More Solution, No Idea At First, toSummarize","Array, BS_todo, BinaryIndexedTree, Divide and Conquer, MergeSort, OrderSet, PQ, SegmentTree_val",https://leetcode.com/problems/count-the-number-of-k-big-indices/,AmazonFreq,"November 19, 2023 3:11 PM","November 15, 2023 3:08 AM",1,Find Building Where Alice and Bob Can Meet (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Find%20Building%20Where%20Alice%20and%20Bob%20Can%20Meet%20541c5473515546d8adc8aa52d8893d9f.csv)
2408,Design SQL,Medium,Low,,"Array, Design, Hash, string",https://leetcode.com/problems/design-sql/description,AmazonFreq,"November 17, 2023 1:26 AM","November 15, 2023 3:24 PM",1,
2355,Maximum Number of Books You Can Take,Hard,High,"Dig More, No Idea At First","Array, DP, monotonic, stack",https://leetcode.com/problems/maximum-number-of-books-you-can-take,AmazonFreq,"November 17, 2023 1:26 AM","November 15, 2023 4:29 PM",1,
2307,Check for Contradictions in Equations,Hard,High,HardToImplement,"Array, DFS, Graph, Union Find",https://leetcode.com/problems/check-for-contradictions-in-equations/,AmazonFreq,"November 17, 2023 1:26 AM","November 15, 2023 4:42 PM",1,Evaluate Division (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Evaluate%20Division%2018f77dbff7074ae3b7ea52f42ca7b070.csv)
2268,Minimum Number of Keypresses,Medium,Low,,"Array, Counting, Greedy, Sort, string",https://leetcode.com/problems/minimum-number-of-keypresses/,AmazonFreq,"November 17, 2023 1:26 AM","November 15, 2023 6:41 PM",1,
1650,Lowest Common Ancestor of a Binary Tree III,Medium,Pass,,"2pt, Hash, Tree",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,AmazonFreq,"November 17, 2023 1:26 AM","November 15, 2023 10:27 PM",1,
2638,Count the Number of K-Free Subsets2638. Count the Number of K-Free Subsets,Medium,High,No Idea At First,"Array, DP, Sort",https://leetcode.com/problems/count-the-number-of-k-free-subsets/,AmazonFreq,"November 17, 2023 1:26 AM","November 16, 2023 12:13 AM",1,
2486,Append Characters to String to Make Subsequence,Medium,Pass,,"2pt, Greedy, string",https://leetcode.com/problems/append-characters-to-string-to-make-subsequence,AmazonFreq,"November 17, 2023 1:26 AM","November 16, 2023 12:21 AM",1,
2461,Maximum Sum of Distinct Subarrays With Length K,Medium,Low,,"Array, Hash, Sliding Window",https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k/,AmazonFreq,"November 17, 2023 1:26 AM","November 16, 2023 12:43 AM",1,
2222,Number of Ways to Select Buildings,Medium,Medium,No Idea At First,"DP, Prefix, string",https://leetcode.com/problems/number-of-ways-to-select-buildings/,AmazonFreq,"November 17, 2023 1:26 AM","November 16, 2023 1:16 AM",1,
937,Reorder Data in Log Files,Medium,Low,,"Array, Sort, string",https://leetcode.com/problems/reorder-data-in-log-files/,AmazonFreq,"November 17, 2023 1:26 AM","November 16, 2023 1:36 AM",1,
1980,Find Unique Binary String,Medium,Medium,"HardToImplement, More Solution","Array, BackTracking, Bit Manipulation, string",https://leetcode.com/problems/find-unique-binary-string,leetcode_daily,"November 16, 2023 2:20 AM","November 16, 2023 2:18 AM",,
1877,Minimize Maximum Pair Sum in Array,Medium,Low,,"2pt, Array, Greedy, Sort",https://leetcode.com/problems/minimize-maximum-pair-sum-in-array/,leetcode_daily,"November 17, 2023 12:54 AM","November 17, 2023 12:54 AM",,
2046,Sort Linked List Already Sorted Using Absolute Values,Medium,Low,,"2pt, LinkedList, Sort",https://leetcode.com/problems/sort-linked-list-already-sorted-using-absolute-values/,ticktokFreq,"November 17, 2023 2:22 AM","November 17, 2023 1:26 AM",1,
286,Walls and Gates,Medium,Low,,"Array, BFS, Matrix",https://leetcode.com/problems/walls-and-gates/description/,ticktokFreq,"November 19, 2023 1:03 AM","November 17, 2023 1:28 AM",1,
2234,Maximum Total Beauty of the Gardens,Hard,High,"CalcuComplexity, Dig More, HardToImplement, No Idea At First, NotUnderstand, toRevisit","2pt, Array, BS_Idx, BS_lower_upper_bound, Greedy, Sort",https://leetcode.com/problems/maximum-total-beauty-of-the-gardens,ticktokFreq,"November 18, 2023 10:33 PM","November 17, 2023 1:28 AM",1,
946,Validate Stack Sequences,Medium,Medium,No Idea At First,"Array, simulation, stack",https://leetcode.com/problems/validate-stack-sequences,ticktokFreq,"November 17, 2023 10:20 AM","November 17, 2023 1:28 AM",1,
588,Design In-Memory File System,Hard,Medium,HardToImplement,"Design, Hash, Trie, string",https://leetcode.com/problems/design-in-memory-file-system,ticktokFreq,"November 17, 2023 12:46 PM","November 17, 2023 1:29 AM",1,
400,Nth Digit,Medium,High,"Dig More, HardToImplement, More Solution, No Idea At First, checkBetterSolution","BS_todo, Math",https://leetcode.com/problems/nth-digit,ticktokFreq,"November 17, 2023 10:52 AM","November 17, 2023 1:30 AM",1,
1887,Reduction Operations to Make the Array Elements Equal,Medium,Medium,,"Array, Sort, simulation",https://leetcode.com/problems/reduction-operations-to-make-the-array-elements-equal/,leetcode_daily,"November 18, 2023 10:48 PM","November 18, 2023 10:48 PM",,
2937,Make Three Strings Equal,Easy,Low,,string,https://leetcode.com/problems/make-three-strings-equal/,LC_Contests,"November 19, 2023 12:37 AM","November 19, 2023 12:37 AM",,
2938,Separate Black and White Balls,Medium,Medium,"Dig More, More Solution, No Idea At First",Array,https://leetcode.com/problems/separate-black-and-white-balls/,LC_Contests,"November 19, 2023 12:43 AM","November 19, 2023 12:38 AM",,Move Zeroes (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Move%20Zeroes%20ce15b986e91b4e8aac98ac2ac93dc7b1.csv)
2940,Find Building Where Alice and Bob Can Meet,Hard,High,"Dig More, HardToImplement, More Solution, No Idea At First, NotUnderstand, toSummarize","Array, OrderMap, SegmentTree_val, monotonic, stack",https://leetcode.com/problems/find-building-where-alice-and-bob-can-meet/description/,LC_Contests,"December 14, 2023 2:05 AM","November 19, 2023 12:46 AM",,"Count the Number of K-Big Indices (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Count%20the%20Number%20of%20K-Big%20Indices%202889b3a80dcb47b78932dcf715269040.csv), 132 Pattern (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/132%20Pattern%2095e3fe9db4714ff9959e5740cefb4926.csv), Reverse Pairs (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Reverse%20Pairs%20253d0403dba84fc2857f5c4546ebdd39.csv)"
2939,Maximum Xor Product,Medium,High,"Dig More, No Idea At First, NotUnderstand, toRevisit, toSummarize","Bit Manipulation, Math",https://leetcode.com/problems/maximum-xor-product/description/,LC_Contests,"November 19, 2023 5:56 PM","November 19, 2023 12:47 AM",,
2391,Minimum Amount of Time to Collect Garbage,Medium,Low,,"Array, Prefix, string",https://leetcode.com/problems/minimum-amount-of-time-to-collect-garbage,leetcode_daily,"November 19, 2023 5:07 PM","November 19, 2023 5:06 PM",,
159,Longest Substring with At Most Two Distinct Characters,Medium,Pass,,"Hash, Sliding Window, string",https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters,LC_Premium_Algo_100,"November 20, 2023 2:04 PM","November 20, 2023 2:03 PM",,
1100,Find K-Length Substrings With No Repeated Characters,Medium,Medium,Dig More,"Hash, Sliding Window, string",https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters/,LC_Premium_Algo_100,"November 20, 2023 2:11 PM","November 20, 2023 2:10 PM",,
1814,Count Nice Pairs in an Array,Medium,Medium,No Idea At First,"Array, Counting, Hash, Math",https://leetcode.com/problems/count-nice-pairs-in-an-array/,leetcode_daily,"November 20, 2023 6:02 PM","November 20, 2023 6:01 PM",,
1056,Confusing Number,Easy,Pass,,Math,https://leetcode.com/problems/confusing-number/,LC_Premium_Algo_100,"November 22, 2023 3:45 PM","November 22, 2023 3:44 PM",,
1630,Arithmetic Subarrays,Medium,Medium,"More Solution, checkBetterSolution","Array, Sort",https://leetcode.com/problems/arithmetic-subarrays,leetcode_daily,"November 22, 2023 9:29 PM","November 22, 2023 9:27 PM",,
227,Basic Calculator II,Medium,Medium,,"Math, stack, string",https://leetcode.com/problems/basic-calculator-ii/description/,leetcode_daily,"November 22, 2023 11:05 PM","November 22, 2023 10:54 PM",,
772,Basic Calculator III,Hard,High,"HardToImplement, toSummarize","Math, recursion, stack, string",https://leetcode.com/problems/basic-calculator-iii/description/,"LC_Premium_Algo_100, leetcode_daily","November 22, 2023 11:44 PM","November 22, 2023 11:41 PM",,
647,Palindromic Substrings,Medium,Low,,"DP, string",https://leetcode.com/problems/palindromic-substrings/description/,facebookFreq,"November 23, 2023 2:58 AM","November 23, 2023 2:57 AM",,
1249,Minimum Remove to Make Valid Parentheses,Medium,Low,checkBetterSolution,"stack, string",https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses/description/,facebookFreq,"November 23, 2023 3:18 AM","November 23, 2023 3:17 AM",,
1762,Buildings With an Ocean View,Medium,Low,More Solution,"Array, monotonic, stack",https://leetcode.com/problems/buildings-with-an-ocean-view/description/,facebookFreq,"November 23, 2023 3:22 AM","November 23, 2023 3:22 AM",,
2055,Plates Between Candles,Medium,Medium,More Solution,"Array, BS_todo, Prefix, string",https://leetcode.com/problems/plates-between-candles/description/,AmazonFreq,"November 23, 2023 3:50 AM","November 23, 2023 3:49 AM",,
